file created! 
starting refit training on model iawe seed 42
{'epoch': 0, 'loss': 2.7523176670074463, 'acc': 0.16298285126686096}
{'epoch': 1, 'loss': 2.6271045207977295, 'acc': 0.1844797134399414}
{'epoch': 2, 'loss': 2.709555149078369, 'acc': 0.01868916116654873}
{'epoch': 3, 'loss': 2.7088797092437744, 'acc': 0.019901297986507416}
{'epoch': 4, 'loss': 2.708822250366211, 'acc': 0.04240002855658531}
{'epoch': 5, 'loss': 2.708836555480957, 'acc': 0.05213422700762749}
{'epoch': 6, 'loss': 2.7089357376098633, 'acc': 0.02928916923701763}
{'epoch': 7, 'loss': 2.7089173793792725, 'acc': 0.027322540059685707}
{'epoch': 8, 'loss': 2.708845853805542, 'acc': 0.0384049266576767}
{'epoch': 9, 'loss': 2.7089014053344727, 'acc': 0.04384717345237732}
{'epoch': 10, 'loss': 2.7088217735290527, 'acc': 0.026617521420121193}
{'epoch': 11, 'loss': 2.7087488174438477, 'acc': 0.04154658690094948}
{'epoch': 12, 'loss': 2.708813428878784, 'acc': 0.03119395487010479}
{'epoch': 13, 'loss': 2.708925724029541, 'acc': 0.043525584042072296}
{'epoch': 14, 'loss': 2.708796501159668, 'acc': 0.01727912575006485}
{'epoch': 15, 'loss': 2.708836555480957, 'acc': 0.05244344472885132}
{'epoch': 16, 'loss': 2.7088944911956787, 'acc': 0.053086619824171066}
{'epoch': 17, 'loss': 2.7089059352874756, 'acc': 0.04018602520227432}
{'epoch': 18, 'loss': 2.7088119983673096, 'acc': 0.04713725671172142}
{'epoch': 19, 'loss': 2.708805799484253, 'acc': 0.03276478499174118}
{'epoch': 20, 'loss': 2.7088043689727783, 'acc': 0.022424519062042236}
{'epoch': 21, 'loss': 2.708867311477661, 'acc': 0.03286373242735863}
{'epoch': 22, 'loss': 2.708966016769409, 'acc': 0.03951811417937279}
{'epoch': 23, 'loss': 2.7089133262634277, 'acc': 0.04632091894745827}
{'epoch': 24, 'loss': 2.7088239192962646, 'acc': 0.02885626256465912}
{'epoch': 25, 'loss': 2.708847999572754, 'acc': 0.04330294579267502}
{'epoch': 26, 'loss': 2.7088980674743652, 'acc': 0.04045813903212547}
{'epoch': 27, 'loss': 2.708890914916992, 'acc': 0.03321005776524544}
{'epoch': 28, 'loss': 2.708695411682129, 'acc': 0.033927444368600845}
{'epoch': 29, 'loss': 2.7088327407836914, 'acc': 0.04207844287157059}
{'epoch': 30, 'loss': 2.709038019180298, 'acc': 0.05977810546755791}
{'epoch': 31, 'loss': 2.708789825439453, 'acc': 0.02507142908871174}
{'epoch': 32, 'loss': 2.708890676498413, 'acc': 0.04347610846161842}
{'epoch': 33, 'loss': 2.7089271545410156, 'acc': 0.045319050550460815}
{'epoch': 34, 'loss': 2.708944320678711, 'acc': 0.03792254626750946}
{'epoch': 35, 'loss': 2.7088677883148193, 'acc': 0.021929770708084106}
{'epoch': 36, 'loss': 2.7088842391967773, 'acc': 0.030266297981142998}
{'epoch': 37, 'loss': 2.708975315093994, 'acc': 0.0488194040954113}
{'epoch': 38, 'loss': 2.7088472843170166, 'acc': 0.0380338653922081}
{'epoch': 39, 'loss': 2.7089531421661377, 'acc': 0.03882546350359917}
{'epoch': 40, 'loss': 2.7087576389312744, 'acc': 0.034001655876636505}
{'epoch': 41, 'loss': 2.708921194076538, 'acc': 0.03422429412603378}
{'epoch': 42, 'loss': 2.708956003189087, 'acc': 0.0605202279984951}
{'epoch': 43, 'loss': 2.7089121341705322, 'acc': 0.025182748213410378}
{'epoch': 44, 'loss': 2.7089476585388184, 'acc': 0.030872367322444916}
{'epoch': 45, 'loss': 2.7088849544525146, 'acc': 0.03314821422100067}
{'epoch': 46, 'loss': 2.7088451385498047, 'acc': 0.03512721136212349}
{'epoch': 47, 'loss': 2.708829164505005, 'acc': 0.03422429412603378}
{'epoch': 48, 'loss': 2.70876407623291, 'acc': 0.024020086973905563}
{'epoch': 49, 'loss': 2.7083919048309326, 'acc': 0.020383678376674652}
finished refit training on model iawe seed 42
