file created! 
starting refit training on model iawe seed 82
{'epoch': 0, 'loss': 2.606921911239624, 'acc': 0.2703929543495178}
{'epoch': 1, 'loss': 2.3733317852020264, 'acc': 0.28021374344825745}
{'epoch': 2, 'loss': 2.2762300968170166, 'acc': 0.2731635570526123}
{'epoch': 3, 'loss': 2.1705129146575928, 'acc': 0.22110353410243988}
{'epoch': 4, 'loss': 2.1363494396209717, 'acc': 0.16752217710018158}
{'epoch': 5, 'loss': 2.113541841506958, 'acc': 0.25172853469848633}
{'epoch': 6, 'loss': 2.068037986755371, 'acc': 0.2609308660030365}
{'epoch': 7, 'loss': 2.045896053314209, 'acc': 0.23320016264915466}
{'epoch': 8, 'loss': 2.0277976989746094, 'acc': 0.23635418713092804}
{'epoch': 9, 'loss': 2.0111968517303467, 'acc': 0.2733861804008484}
{'epoch': 10, 'loss': 1.978344440460205, 'acc': 0.23797449469566345}
{'epoch': 11, 'loss': 1.9669381380081177, 'acc': 0.2479313313961029}
{'epoch': 12, 'loss': 1.9609856605529785, 'acc': 0.33414143323898315}
{'epoch': 13, 'loss': 1.9662781953811646, 'acc': 0.30633649230003357}
{'epoch': 14, 'loss': 1.9339888095855713, 'acc': 0.3291197121143341}
{'epoch': 15, 'loss': 1.9285296201705933, 'acc': 0.33795100450515747}
{'epoch': 16, 'loss': 1.9257551431655884, 'acc': 0.3508763313293457}
{'epoch': 17, 'loss': 1.9039571285247803, 'acc': 0.3832329511642456}
{'epoch': 18, 'loss': 1.8988934755325317, 'acc': 0.3784957230091095}
{'epoch': 19, 'loss': 1.8955763578414917, 'acc': 0.39247238636016846}
{'epoch': 20, 'loss': 1.8799500465393066, 'acc': 0.3989536166191101}
{'epoch': 21, 'loss': 1.8649368286132812, 'acc': 0.40070995688438416}
{'epoch': 22, 'loss': 1.869295358657837, 'acc': 0.3710373640060425}
{'epoch': 23, 'loss': 1.8512804508209229, 'acc': 0.3938947916030884}
{'epoch': 24, 'loss': 1.8436784744262695, 'acc': 0.3715939521789551}
{'epoch': 25, 'loss': 1.8400932550430298, 'acc': 0.4099246859550476}
{'epoch': 26, 'loss': 1.8385814428329468, 'acc': 0.4071540832519531}
{'epoch': 27, 'loss': 1.8331233263015747, 'acc': 0.4086259603500366}
{'epoch': 28, 'loss': 1.823143720626831, 'acc': 0.4011923372745514}
{'epoch': 29, 'loss': 1.835038185119629, 'acc': 0.3993741273880005}
{'epoch': 30, 'loss': 1.8267704248428345, 'acc': 0.41129758954048157}
{'epoch': 31, 'loss': 1.827444314956665, 'acc': 0.4122005105018616}
{'epoch': 32, 'loss': 1.8175266981124878, 'acc': 0.4018602669239044}
{'epoch': 33, 'loss': 1.8130276203155518, 'acc': 0.410901814699173}
{'epoch': 34, 'loss': 1.8124592304229736, 'acc': 0.41566377878189087}
{'epoch': 35, 'loss': 1.804540753364563, 'acc': 0.4097267687320709}
{'epoch': 36, 'loss': 1.827530860900879, 'acc': 0.3805489242076874}
{'epoch': 37, 'loss': 1.8238487243652344, 'acc': 0.4103204607963562}
{'epoch': 38, 'loss': 1.8028960227966309, 'acc': 0.4112357497215271}
{'epoch': 39, 'loss': 1.7956215143203735, 'acc': 0.4000667929649353}
{'epoch': 40, 'loss': 1.7925957441329956, 'acc': 0.4098133444786072}
{'epoch': 41, 'loss': 1.8013924360275269, 'acc': 0.41039469838142395}
{'epoch': 42, 'loss': 1.7947568893432617, 'acc': 0.41367238759994507}
{'epoch': 43, 'loss': 1.7887556552886963, 'acc': 0.4117799997329712}
{'epoch': 44, 'loss': 1.7904576063156128, 'acc': 0.4139939844608307}
{'epoch': 45, 'loss': 1.7965400218963623, 'acc': 0.4115697145462036}
{'epoch': 46, 'loss': 1.7835241556167603, 'acc': 0.41405582427978516}
{'epoch': 47, 'loss': 1.7661186456680298, 'acc': 0.41317763924598694}
{'epoch': 48, 'loss': 1.7378538846969604, 'acc': 0.4073767066001892}
{'epoch': 49, 'loss': 1.7320606708526611, 'acc': 0.39229923486709595}
finished refit training on model iawe seed 82
