file created! 
starting refit training on model iawe seed 82
{'epoch': 0, 'loss': 1.5045262575149536, 'acc': 0.48434534668922424}
{'epoch': 1, 'loss': 1.3006480932235718, 'acc': 0.5144122242927551}
{'epoch': 2, 'loss': 1.2553313970565796, 'acc': 0.5231619477272034}
{'epoch': 3, 'loss': 1.2237306833267212, 'acc': 0.5342082977294922}
{'epoch': 4, 'loss': 1.2007782459259033, 'acc': 0.5405786037445068}
{'epoch': 5, 'loss': 1.1835308074951172, 'acc': 0.5426493287086487}
{'epoch': 6, 'loss': 1.167851448059082, 'acc': 0.5497048497200012}
{'epoch': 7, 'loss': 1.14975905418396, 'acc': 0.5494939684867859}
{'epoch': 8, 'loss': 1.1651324033737183, 'acc': 0.5433646440505981}
{'epoch': 9, 'loss': 1.1497222185134888, 'acc': 0.5486054420471191}
{'epoch': 10, 'loss': 1.1236339807510376, 'acc': 0.5570615530014038}
{'epoch': 11, 'loss': 1.1364728212356567, 'acc': 0.5582663416862488}
{'epoch': 12, 'loss': 1.1344637870788574, 'acc': 0.5548251271247864}
{'epoch': 13, 'loss': 1.130532145500183, 'acc': 0.5594635605812073}
{'epoch': 14, 'loss': 1.1260555982589722, 'acc': 0.5626637935638428}
{'epoch': 15, 'loss': 1.120069146156311, 'acc': 0.562437891960144}
{'epoch': 16, 'loss': 1.1120084524154663, 'acc': 0.5622797608375549}
{'epoch': 17, 'loss': 1.1173969507217407, 'acc': 0.5623098611831665}
{'epoch': 18, 'loss': 1.1099873781204224, 'acc': 0.5676259994506836}
{'epoch': 19, 'loss': 1.1014708280563354, 'acc': 0.5675280690193176}
{'epoch': 20, 'loss': 1.1108808517456055, 'acc': 0.5616999268531799}
{'epoch': 21, 'loss': 1.0979095697402954, 'acc': 0.5664964914321899}
{'epoch': 22, 'loss': 1.10454261302948, 'acc': 0.5639287829399109}
{'epoch': 23, 'loss': 1.0906890630722046, 'acc': 0.5626562237739563}
{'epoch': 24, 'loss': 1.0950462818145752, 'acc': 0.5671290159225464}
{'epoch': 25, 'loss': 1.0862126350402832, 'acc': 0.5668654441833496}
{'epoch': 26, 'loss': 1.0932488441467285, 'acc': 0.569327712059021}
{'epoch': 27, 'loss': 1.0853898525238037, 'acc': 0.564448356628418}
{'epoch': 28, 'loss': 1.0828018188476562, 'acc': 0.5702162384986877}
{'epoch': 29, 'loss': 1.0803050994873047, 'acc': 0.5706981420516968}
{'epoch': 30, 'loss': 1.08291494846344, 'acc': 0.5679873824119568}
{'epoch': 31, 'loss': 1.080701231956482, 'acc': 0.5752010345458984}
{'epoch': 32, 'loss': 1.084768533706665, 'acc': 0.5717222094535828}
{'epoch': 33, 'loss': 1.0964990854263306, 'acc': 0.5685069561004639}
{'epoch': 34, 'loss': 1.0912516117095947, 'acc': 0.5713984370231628}
{'epoch': 35, 'loss': 1.084220051765442, 'acc': 0.5720535516738892}
{'epoch': 36, 'loss': 1.0799429416656494, 'acc': 0.5708186626434326}
{'epoch': 37, 'loss': 1.0830579996109009, 'acc': 0.56950843334198}
{'epoch': 38, 'loss': 1.0846335887908936, 'acc': 0.5760745406150818}
{'epoch': 39, 'loss': 1.0982118844985962, 'acc': 0.5698999762535095}
{'epoch': 40, 'loss': 1.08164381980896, 'acc': 0.5720234513282776}
{'epoch': 41, 'loss': 1.0803864002227783, 'acc': 0.5735143423080444}
{'epoch': 42, 'loss': 1.0767110586166382, 'acc': 0.5709692239761353}
{'epoch': 43, 'loss': 1.0678369998931885, 'acc': 0.5797340273857117}
{'epoch': 44, 'loss': 1.0818605422973633, 'acc': 0.5725430250167847}
{'epoch': 45, 'loss': 1.0857590436935425, 'acc': 0.5731604695320129}
{'epoch': 46, 'loss': 1.0770021677017212, 'acc': 0.5744932293891907}
{'epoch': 47, 'loss': 1.0743060111999512, 'acc': 0.57430499792099}
{'epoch': 48, 'loss': 1.083130121231079, 'acc': 0.5752161145210266}
{'epoch': 49, 'loss': 1.0667204856872559, 'acc': 0.5772566795349121}
finished refit training on model iawe seed 82
