file created! 
fitting BB model: 
{'epoch': 0, 'loss': 1.4274827241897583, 'acc': 0.0786830335855484}
{'epoch': 1, 'loss': 1.1620433330535889, 'acc': 0.0887276753783226}
{'epoch': 2, 'loss': 1.118503451347351, 'acc': 0.1311383992433548}
{'epoch': 3, 'loss': 1.0781922340393066, 'acc': 0.1657366007566452}
{'epoch': 4, 'loss': 1.0881949663162231, 'acc': 0.1735491007566452}
{'epoch': 5, 'loss': 1.0505980253219604, 'acc': 0.2912946343421936}
{'epoch': 6, 'loss': 1.0205777883529663, 'acc': 0.4564732015132904}
{'epoch': 7, 'loss': 0.9945656657218933, 'acc': 0.4704241156578064}
{'epoch': 8, 'loss': 0.9255257248878479, 'acc': 0.5530133843421936}
{'epoch': 9, 'loss': 0.8541135787963867, 'acc': 0.7516741156578064}
{'epoch': 10, 'loss': 0.7932873368263245, 'acc': 0.7857142686843872}
{'epoch': 11, 'loss': 0.7100746035575867, 'acc': 0.8459821343421936}
{'epoch': 12, 'loss': 0.7211056351661682, 'acc': 0.7276785969734192}
{'epoch': 13, 'loss': 0.6544334292411804, 'acc': 0.8409598469734192}
{'epoch': 14, 'loss': 0.6626773476600647, 'acc': 0.8258928656578064}
{'epoch': 15, 'loss': 0.6112295389175415, 'acc': 0.8342633843421936}
{'epoch': 16, 'loss': 0.6631211042404175, 'acc': 0.8270089030265808}
{'epoch': 17, 'loss': 0.5545135736465454, 'acc': 0.8231026530265808}
{'epoch': 18, 'loss': 0.7886710166931152, 'acc': 0.7689732313156128}
{'epoch': 19, 'loss': 0.5427366495132446, 'acc': 0.8510044813156128}
{'epoch': 20, 'loss': 0.5120806097984314, 'acc': 0.8515625}
{'epoch': 21, 'loss': 0.5955038070678711, 'acc': 0.8197544813156128}
{'epoch': 22, 'loss': 0.48728105425834656, 'acc': 0.8549107313156128}
{'epoch': 23, 'loss': 0.5253270268440247, 'acc': 0.84375}
{'epoch': 24, 'loss': 0.46313244104385376, 'acc': 0.8616071343421936}
{'epoch': 25, 'loss': 0.46255332231521606, 'acc': 0.83984375}
{'epoch': 26, 'loss': 0.4577101767063141, 'acc': 0.8655133843421936}
{'epoch': 27, 'loss': 0.42217400670051575, 'acc': 0.8638392686843872}
{'epoch': 28, 'loss': 0.5234141945838928, 'acc': 0.7293526530265808}
{'epoch': 29, 'loss': 0.4423620104789734, 'acc': 0.86328125}
{'epoch': 30, 'loss': 0.411843478679657, 'acc': 0.8655133843421936}
{'epoch': 31, 'loss': 0.3948741555213928, 'acc': 0.8738839030265808}
{'epoch': 32, 'loss': 0.42383599281311035, 'acc': 0.8616071343421936}
{'epoch': 33, 'loss': 0.38277095556259155, 'acc': 0.8683035969734192}
{'epoch': 34, 'loss': 0.37211108207702637, 'acc': 0.8727678656578064}
{'epoch': 35, 'loss': 0.5816417932510376, 'acc': 0.6763392686843872}
{'epoch': 36, 'loss': 0.4004044532775879, 'acc': 0.8688616156578064}
{'epoch': 37, 'loss': 0.4530807137489319, 'acc': 0.8666294813156128}
{'epoch': 38, 'loss': 0.38116946816444397, 'acc': 0.875}
{'epoch': 39, 'loss': 0.3864797055721283, 'acc': 0.8722098469734192}
{'epoch': 40, 'loss': 0.34296783804893494, 'acc': 0.8828125}
{'epoch': 41, 'loss': 0.3592561185359955, 'acc': 0.85546875}
{'epoch': 42, 'loss': 0.34702667593955994, 'acc': 0.8766741156578064}
{'epoch': 43, 'loss': 0.341817706823349, 'acc': 0.8878348469734192}
{'epoch': 44, 'loss': 0.3548090159893036, 'acc': 0.8839285969734192}
{'epoch': 45, 'loss': 0.3129396438598633, 'acc': 0.890625}
{'epoch': 46, 'loss': 0.3059505820274353, 'acc': 0.8950892686843872}
{'epoch': 47, 'loss': 0.3227914869785309, 'acc': 0.8883928656578064}
{'epoch': 48, 'loss': 0.29258766770362854, 'acc': 0.8962053656578064}
{'epoch': 49, 'loss': 0.2946023941040039, 'acc': 0.8917410969734192}
finished fitting BB model: 
model saved to:/models/CNN/iawe_82 
